pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
EPIC 211644647.01,EPIC 211644647,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.04417500000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5480.16,2.499270,0.960000,-0.5084,[M/H],3.624710,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m28.35s,133.3681180,+15d09m39.30s,15.1609156,1152.34000000,13.7720000,11.6690000,13.3243000,2019-02-26,2018-07,2019-02-26
EPIC 211644764.01,EPIC 211644764,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,23.53067120000,0.5304000000,9.25000000,0.82523115,,,,,,591.00,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6688.00,1.900000,1.480000,0.0400,[Fe/H],4.050000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m44.86s,127.6869017,+15d09m45.35s,15.1625976,980.58200000,13.1370000,11.8780000,13.0344000,2022-04-18,2022-01,2022-04-18
EPIC 211645912.01,EPIC 211645912,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.67410000000,,1.86000000,0.16600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.953800,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h19m59.29s,124.9970240,+15d10m40.32s,15.1778665,348.57200000,12.5790000,11.0960000,12.4701000,2019-09-05,2019-09,2019-09-05
EPIC 211645912.01,EPIC 211645912,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.67300000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5919.66,0.928134,1.080000,-0.0125,[M/H],4.536270,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h19m59.29s,124.9970240,+15d10m40.32s,15.1778665,348.57200000,12.5790000,11.0960000,12.4701000,2016-07-18,2016-10,2016-07-18
EPIC 211649214.01,EPIC 211649214,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.78795000000,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,5126.00,4.182000,,,,3.476000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m24.97s,133.1040583,+15d13m24.82s,15.2235610,2881.50000000,14.9360000,12.6430000,14.7178000,2019-02-26,2018-07,2019-02-26
EPIC 211651743.01,EPIC 211651743,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.51623500000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7701.00,2.089470,1.810000,,,4.055680,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m02.11s,129.7587872,+15d15m30.27s,15.2584092,2574.17000000,14.0400000,13.2030000,13.9583000,2019-02-26,2018-07,2019-02-26
EPIC 211662047.01,EPIC 211662047,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.63523800000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4743.31,0.919305,0.760000,-0.4340,[M/H],4.391960,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m27.09s,134.3628607,+15d23m58.00s,15.3994440,599.92800000,15.3950000,12.5000000,14.8929000,2019-02-26,2018-07,2019-02-26
EPIC 211663508.01,EPIC 211663508,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.54441800000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5076.71,1.068710,0.850000,-0.0360,[M/H],4.309770,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m49.48s,129.9561722,+15d25m12.75s,15.4202076,655.34900000,14.5830000,12.6880000,14.3613000,2019-02-26,2018-07,2019-02-26
EPIC 211663688.01,EPIC 211663688,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.85551600000,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3110.00,0.189000,,,,5.092000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m01.57s,133.2565282,+15d25m20.23s,15.4222864,99.10620000,19.1100000,13.2510000,17.2515000,2019-02-26,2018-07,2019-02-26
EPIC 211664543.01,EPIC 211664543,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.69833300000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4081.00,0.664517,0.640000,,,4.599230,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m08.75s,136.0364522,+15d26m05.79s,15.4349422,405.70300000,16.1900000,12.8940000,15.7351000,2019-02-26,2018-07,2019-02-26
EPIC 211673349.01,EPIC 211673349,1,CANDIDATE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,4.89428900000,,4.10000000,0.37000000,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,4440.00,0.686000,,,,4.620000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m06.58s,130.7774233,+15d33m15.54s,15.5543170,300.04500000,14.7550000,11.8960000,14.4269000,2019-02-26,2018-07,2019-02-26
EPIC 211679060.01,EPIC 211679060,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.60178100000,,2.78800000,0.24872913,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5791.00,1.088000,0.803000,-0.2890,[Fe/H],4.269000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m59.72s,134.2488531,+15d37m59.80s,15.6332775,651.93900000,13.9010000,12.1880000,13.6743000,2021-11-19,2021-12,2021-11-19
EPIC 211682423.01,EPIC 211682423,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,6.96350934000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6244.89,1.239980,1.210000,-0.5877,[M/H],4.334030,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m22.24s,132.0926716,+15d40m43.89s,15.6788582,530.42500000,12.7020000,11.3310000,12.5463000,2016-12-21,2016-10,2016-12-21
EPIC 211685045.01,EPIC 211685045,1,CANDIDATE,Adams et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.76905700000,,2.06000000,0.18400000,,,,,,,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,3832.00,0.540000,,-0.0580,[Fe/H],4.900000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m26.29s,123.3595270,+15d42m49.31s,15.7136980,201.71000000,15.8400000,11.9690000,15.0987000,2016-06-09,2016-08,2016-06-09
EPIC 211694226.01,EPIC 211694226,1,CANDIDATE,Dressing et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1.91828000000,,1.00000000,0.08900000,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m21.54s,132.5897575,+15d50m16.76s,15.8379892,,15.6420000,11.0580000,,2017-12-14,2017-11,2017-12-14
EPIC 211705502.01,EPIC 211705502,1,FALSE POSITIVE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,2.58190000000,0.0368000000,1.94220000,0.17327178,,,,,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.15700000,13.3180000,11.8530000,13.2136000,2022-11-07,2022-10,2022-11-07
EPIC 211705502.01,EPIC 211705502,0,FALSE POSITIVE,del Ser et al. 2022,1,0,Transit,2022,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.58407530000,,7.01829000,0.62613097,,,,,1881.6500,1834.00,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6119.00,1.400000,,,,4.200000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.15700000,13.3180000,11.8530000,13.2136000,2024-09-30,2017-07,2024-09-30
EPIC 211705502.01,EPIC 211705502,0,FALSE POSITIVE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.58449720000,0.0260000000,10.29000000,0.91801389,,,,,,2277.00,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6471.00,1.390000,1.260000,0.0100,[Fe/H],4.240000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.15700000,13.3180000,11.8530000,13.2136000,2022-04-18,2022-01,2022-04-18
EPIC 211705654.01,EPIC 211705654,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,2.53310000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5301.32,1.540220,0.910000,0.2390,[M/H],4.021940,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m05.63s,131.2734657,+15d59m23.87s,15.9899642,377.68600000,12.3160000,10.2630000,12.1208000,2017-12-14,2017-12,2017-12-14
EPIC 211710534.01,EPIC 211710534,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.02256900000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6481.66,1.891130,1.320000,-0.6130,[M/H],4.005200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m56.98s,131.7374294,+16d03m19.14s,16.0553155,720.98200000,12.2970000,10.9990000,12.1335000,2019-02-26,2018-07,2019-02-26
EPIC 211711685.01,EPIC 211711685,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,15.46280700000,,1.26600000,0.11294515,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5509.00,0.919000,0.802000,0.0440,[Fe/H],4.414000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m03.44s,133.5143161,+16d04m16.81s,16.0713370,290.23900000,12.5310000,10.8430000,12.3801000,2021-11-19,2021-12,2021-11-19
EPIC 211718105.01,EPIC 211718105,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.95876300000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5935.86,2.348280,1.080000,-0.4620,[M/H],3.729990,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m32.26s,130.1344144,+16d09m33.06s,16.1591838,1793.74000000,14.2590000,12.7440000,14.0820000,2019-02-26,2018-07,2019-02-26
EPIC 211718187.01,EPIC 211718187,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.51633000000,,1.38000000,0.12300000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.306000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m55.84s,134.2326570,+16d09m36.76s,16.1602115,159.94100000,17.0912000,12.3480000,15.9462000,2019-09-05,2019-09,2019-09-05
EPIC 211719484.01,EPIC 211719484,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,0.36091387000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6175.00,1.922050,1.180000,,,3.942420,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m55.65s,123.4818695,+16d10m41.05s,16.1780684,807.27100000,12.6390000,11.2220000,12.5713000,2016-12-21,2016-10,2016-12-21
EPIC 211721325.01,EPIC 211721325,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.05236400000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5157.00,1.111200,0.870000,,,4.286000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h49m57.35s,132.4889642,+16d12m13.09s,16.2036359,1241.86000000,15.9480000,13.5100000,15.5423000,2019-02-26,2018-07,2019-02-26
EPIC 211724246.01,EPIC 211724246,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.74644850000,,10.32090000,0.92077061,,,,,281.8230,1141.00,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5890.50,2.260000,,,,3.760000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98000000,13.4860000,11.9060000,13.2538000,2023-02-22,2017-07,2023-02-22
EPIC 211724246.01,EPIC 211724246,0,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.74615900000,,12.59700000,1.12383100,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G1,5878.00,2.207000,1.677000,0.0160,[Fe/H],3.977000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98000000,13.4860000,11.9060000,13.2538000,2021-11-19,2021-12,2021-11-19
EPIC 211724246.01,EPIC 211724246,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.74649620000,0.0651000000,11.60000000,1.03488447,,,,,,1775.00,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6486.00,2.100000,1.500000,0.0700,[Fe/H],3.970000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98000000,13.4860000,11.9060000,13.2538000,2022-04-19,2022-01,2022-04-19
EPIC 211728689.01,EPIC 211728689,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,8.95262300000,,8.91700000,0.79552283,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G9,5258.00,0.856000,1.023000,-0.2120,[Fe/H],4.586000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m43.41s,129.1808815,+16d18m24.46s,16.3067932,593.44900000,14.6600000,12.6180000,14.5151000,2021-11-19,2021-12,2021-11-19
EPIC 211731298.01,EPIC 211731298,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,1.99043000000,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,,5086.00,0.820000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m09.86s,129.0410676,+16d20m37.18s,16.3436617,288.24000000,13.1960000,11.2280000,13.0544000,2019-09-19,2019-02,2019-09-19
EPIC 211731298.01,EPIC 211731298,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.99067602000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5194.62,0.792521,0.882000,0.2200,[M/H],4.585510,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m09.86s,129.0410676,+16d20m37.18s,16.3436617,288.24000000,13.1960000,11.2280000,13.0544000,2016-12-21,2016-10,2016-12-21
EPIC 211731298.01,EPIC 211731298,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.99042200000,,1.80000000,0.16000000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.824000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m09.86s,129.0410676,+16d20m37.18s,16.3436617,288.24000000,13.1960000,11.2280000,13.0544000,2019-09-05,2019-09,2019-09-05
EPIC 211732801.01,EPIC 211732801,1,FALSE POSITIVE,Yu et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.13155400000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6147.31,2.442730,1.167000,-0.1910,[M/H],3.729390,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m52.72s,129.4696791,+16d21m56.50s,16.3656952,421.76300000,10.8360000,9.4490000,10.6425000,2019-02-26,2018-07,2019-02-26
